species,category,growth_type,height_m,SLA_mm2_mg.1,seed_dry_mass_mg,upper_slope,lower_slope,ridge_summit,valley_flatland,NA
Pseudostellaria heterophylla,native,herbaceous,0.3881377394148709,0.9353404885832418,-0.7308315534326755,1,1,1,1,1
Osmunda japonica,native,herbaceous,0.02521766614304008,-0.281158209783213,0.5808307386089215,1,1,1,1,0
Artemisia princeps,Aster_native,herbaceous,1.0415077010308444,-1.9714542443570506,-2.0028335966152695,1,1,1,1,1
Carex bostrychostigma,native,herbaceous,-1.1852938811937117,-0.27235431647135844,-0.22631648742590926,1,0,0,1,0
Rubia akane,native,herbaceous,1.4934523219572584,-0.029065380945990083,-0.4384005367919639,1,1,1,1,0
Erigeron annuus,Aster_exotic,herbaceous,0.7123466069243143,-0.02523735771859107,-2.370011035162346,1,1,1,1,0
Viola mandshurica,native,herbaceous,-1.6977498858300197,0.8174972194288891,-0.3231458362685855,1,1,1,1,1
Capsella bursa-pastoris,native,herbaceous,-0.934665764611304,0.40692958189870027,-1.6360966101468604,1,1,1,1,0
Lamium amplexicaule,native,herbaceous,-1.215681832917217,-0.6356855152932618,-0.5624065975585426,1,1,0,1,0
Humulus japonicus,native,herbaceous,1.0354525420497196,-0.41711390704916124,1.7313464486596768,1,1,1,1,1
Potentilla fragarioides,native,herbaceous,-3.2977462840804828,-1.232391748928179,-1.279339951396715,1,1,1,1,0
Ixeridium dentatum,Aster_native,herbaceous,0.9224251940043213,0.07548148536235448,-1.8092989045518935,1,1,1,1,0
Athyrium niponicum,native,herbaceous,0.8241955965605126,-0.048874927665027205,0.050536889884258356,1,1,1,1,0
Athyrium yokoscense,native,herbaceous,0.8241955965605126,-0.048874927665027205,0.050536889884258356,1,1,1,1,1
Artemisia japonica,Aster_native,herbaceous,1.8435951564959772,-1.0978412217438833,-2.108644401564509,1,1,1,1,0
Oplismenus undulatifolius,native,herbaceous,-0.4579415716558357,0.10713778117518724,0.19493043216288358,1,1,1,1,1
Viola verecunda,native,herbaceous,-1.157074892622208,1.2568710540895216,-0.8625047822889422,1,1,1,1,0
Cardamine flexuosa,native,herbaceous,-0.6331236955915093,1.5242791516651946,-1.4521985513010764,1,1,1,1,0
Viola seoulensis,native,herbaceous,-1.157074892622208,1.2568710540895216,-0.8625047822889422,1,0,0,0,0
Stellaria aquatica,native,herbaceous,0.12300794207273738,2.1819576996606393,-1.3185682460636992,1,1,1,1,0
Dryopteris chinensis,native,herbaceous,0.35155624198463553,-0.01293815160738312,0.025077344533973398,1,1,1,1,1
Polygonum senticosum,native,herbaceous,0.6419598899661227,0.9881508851744872,0.8353063293033954,1,1,1,1,0
Commelina communis,native,herbaceous,0.45680911368048305,-0.20873529408357133,1.2234163724276184,1,1,1,1,1
Polygonum hydropiper,native,herbaceous,0.6459722031822899,1.3861104608124513,0.29499468334133894,1,1,1,1,1
Metaplexis japonica,native,herbaceous,2.27651848051167,-0.14020305541575392,-0.6332149512909748,1,1,1,1,0
Equisetum arvense,native,herbaceous,-0.7843387122117373,-1.8980830710771088,0.25985217009716743,1,1,1,1,0
Erigeron philadelphicus,Aster_exotic,herbaceous,0.9949325855893388,0.2803127144104557,-2.1536236428178586,1,0,1,0,0
Lactuca scariola,Aster_exotic,herbaceous,1.155838333910912,-1.0970796881505556,-0.583850023368153,1,1,1,0,0
Conyza canadensis,Aster_exotic,herbaceous,0.26224099587166044,-0.6482727403315286,-2.120405696603834,1,1,1,1,0
Aster subulatus,Aster_exotic,herbaceous,0.9547829856083144,-3.0850729340125165,-1.5018000931420195,1,1,1,0,0
Dioscorea japonica,native,herbaceous,-0.33619929943649374,1.1136560620224114,1.3016214149352168,1,1,1,1,0
Xanthium strumarium,Aster_exotic,herbaceous,0.7119535372520187,-1.442655039213389,2.765507848912736,1,1,1,1,0
Achyranthes japonica,native,herbaceous,0.12705063894306484,0.310424380043969,0.30851710694538764,1,1,1,1,0
Solanum lyratum,native,herbaceous,1.2921390849442203,-0.05484513680458454,-0.21995882038198278,1,1,1,1,0
Leonurus japonicus,native,herbaceous,1.233424001656321,-0.8857285638818803,-0.22409948982640449,1,1,0,1,0
Lespedeza cuneata,native,herbaceous,0.4150701579431078,-0.7471014118820689,0.16894983845640102,1,1,1,1,0
Artemisia keiskeana,Aster_native,herbaceous,1.54250486366345,-0.976115210155535,-2.1382011998852515,1,1,1,1,0
Arabis glabra,native,herbaceous,0.6585756264933694,0.12415121718948723,-1.9242670459270328,1,1,1,0,0
Athyrium vidalii,native,herbaceous,0.8241955965605126,-0.048874927665027205,0.050536889884258356,1,1,1,1,0
Dioscorea opposita,native,herbaceous,-0.5353407604880573,1.0551783978217368,0.9035059537149257,1,1,1,1,0
Setaria viridis,native,herbaceous,0.16191303926274347,0.34470461283597587,-0.09726182377701495,1,1,1,1,1
Crepidiastrum denticulatum,Aster_native,herbaceous,1.233424001656321,0.7330077078846585,-1.3059675461270503,1,1,1,1,0
Taraxacum platycarpum,Aster_native,herbaceous,0.9927348566241484,0.05857958624119244,-1.5526108346474279,1,1,1,1,0
Ambrosia trifida,Aster_exotic,herbaceous,1.3727433779333225,-0.35512135394203803,1.4600659588148988,1,1,0,1,0
Bidens frondosa,Aster_exotic,herbaceous,0.5751522903718554,0.5546770771560869,0.5577739346685229,1,1,0,1,0
Eupatorium lindleyanum,Aster_native,herbaceous,1.3981189755832795,-2.806405276883894,-2.137047287519376,1,0,0,1,0
Polygonum thunbergii,native,herbaceous,0.4646992592751993,1.5755947649262025,1.1803233106758064,1,1,1,1,0
Kyllinga brevifolia,native,herbaceous,-0.4971516517388048,-0.08216143730200533,-0.8512656844430748,1,0,0,0,0
Paspalum thunbergii,native,herbaceous,0.06259386840753614,0.1126844480958124,0.039590531598911405,1,1,0,0,0
Thelypteris palustris,native,herbaceous,0.5975679105809749,0.3995069750529863,-0.025125948553065727,1,1,1,1,1
Asparagus schoberioides,native,herbaceous,-0.40821711893445767,-0.4841966382285447,2.094343436076169,1,1,1,1,0
Polygonum aviculare,native,herbaceous,-0.005560693546542993,-0.6536958736800627,0.16359079485888342,1,0,0,0,0
Justicia procumbens,native,herbaceous,-0.24870349781057288,-0.610253958954511,-0.9408151789691497,1,1,1,0,0
Plantago asiatica,native,herbaceous,-3.1730943102422615,-0.01095433610055661,-0.5224270366215602,1,1,1,1,0
Erechtites hieraciifolius,Aster_exotic,herbaceous,0.40189449523454507,0.3569587085577337,-0.9343381303588161,1,1,1,0,0
Duchesnea chrysantha,native,herbaceous,-0.7885024728073208,1.0397798822910067,0.9059446496300327,1,1,1,1,0
Echinochloa crus-galli,native,herbaceous,0.6312075816694966,0.5280112907541716,0.24046526503982676,1,1,1,1,0
Hydrocotyle sibthorpioides,native,herbaceous,-0.23813788144210377,1.313079391174693,-1.0367117146242955,1,1,1,0,0
Eragrostis ferruginea,native,herbaceous,0.48069988619681964,-1.0031368792150992,-0.9179942264106193,1,1,1,1,0
Cyperus microiria,native,herbaceous,-1.2019294352516474,0.08907455570392495,-1.354544252792128,1,0,0,1,0
Eleusine indica,native,herbaceous,-0.7333038555323119,-1.0320870429241165,-0.8015331934769149,0,1,0,1,0
Sigesbeckia pubescens,Aster_native,herbaceous,2.366273049970105,-3.1363434200334352,-0.4173588835849951,1,0,0,1,0
Setaria glauca,native,herbaceous,0.11044538106995279,0.11639041308164624,0.0017953709135068183,1,0,0,0,0
Glycine soja,native,herbaceous,-0.9809937376257841,0.7054061590966184,3.3575908502959715,1,1,1,1,0
Polygonum lapathifolium,native,herbaceous,0.5719986118789,1.0927896815244782,0.7810374554573115,1,1,0,1,0
Smilax nipponica,native,herbaceous,-0.5625427572425317,0.7218921040261497,2.094908086076993,1,1,1,1,1
Eupatorium japonicum,Aster_native,herbaceous,1.3981189755832795,-2.806405276883894,-2.137047287519376,1,1,1,1,0
Sedum sarmentosum,native,herbaceous,-1.0528345112081725,1.0244804649985082,-0.9176905752796508,1,1,0,1,0
Deparia pterorachis,native,herbaceous,0.8477381114900132,-0.056034497268884285,0.054352682995334904,1,1,0,1,0
Agrimonia pilosa,native,herbaceous,0.4646992592751993,1.069634283536088,1.698906262273044,1,1,1,1,1
Bidens tripartita,Aster_native,herbaceous,0.7312995507368285,1.0096645840940994,0.3875546939593874,1,1,0,1,0
Dictamnus dasycarpus,native,herbaceous,0.7100522518041344,-0.510716313610519,1.6934243979951864,1,1,1,1,1
Atractylodes ovata,Aster_native,herbaceous,1.2697041208752708,-0.7784192558498442,0.4487959278885566,1,1,1,1,0
Spodiopogon sibiricus,native,herbaceous,0.4061188905941239,-1.314711265445047,-0.05808327268899843,1,1,1,1,0
Sanguisorba officinalis,native,herbaceous,0.06332604782798998,-0.8219533017023105,0.3834988994575709,1,1,1,1,0
Isodon japonicus,native,herbaceous,1.2852138294386826,-0.9802046379415643,-0.7863839815124551,1,1,1,1,0
Lespedeza pilosa,native,herbaceous,0.11677703664630458,-1.4330266685764328,0.36498211206796466,1,1,0,0,0
Carex siderosticta,native,herbaceous,-1.3331257399445942,1.3340155180803528,-0.546049374459218,1,1,1,1,1
Smilax riparia,native,herbaceous,-0.5625427572425317,0.7218921040261497,2.370714279626399,1,1,1,1,0
Erigeron strigosus,Aster_exotic,herbaceous,0.33838283551189396,-1.2427058575278882,-2.580625778875117,1,0,0,0,0
Pyrola japonica,native,herbaceous,-1.6214896984354987,0.3514148373446397,-3.8623278038268722,1,1,1,1,1
Chimaphila japonica,native,herbaceous,-0.8976667436507386,0.3398559894969273,-2.197149582959126,1,1,1,0,0
Carex lanceolata,native,herbaceous,-0.9455409424374991,-2.0161510400916365,0.11889360230871146,1,1,1,1,1
Isodon excisus,native,herbaceous,1.8435951564959772,-1.097806681533302,-0.6304661616266977,1,1,1,1,0
Sophora flavescens,native,herbaceous,3.655414377732448,-1.8003146133918955,2.2637291176136034,1,1,1,1,0
Cephalanthera longibracteata,native,herbaceous,-0.24267899994461048,-0.23020253551940892,1.0983931145563512,1,1,1,1,1
Sedum kamtschaticum,native,herbaceous,-1.1885663744198056,1.1963923383836161,-1.0669689350556533,1,1,1,1,0
Miscanthus sinensis,native,herbaceous,1.8674824395005674,-1.894189287908758,-0.42177974644268945,1,1,1,1,0
Saussurea grandifolia,Aster_native,herbaceous,1.1122052448853952,-0.7348022500324384,0.4677695249106689,1,1,1,1,0
Lysimachia barystachys,native,herbaceous,-0.5117320780849736,0.47977668334124146,-1.3749298324230068,1,1,1,1,0
Hypericum ascyron,native,herbaceous,-1.014296178488257,1.1757923594548678,-1.5663271054578747,1,1,1,1,0
Adenophora grandiflora,native,herbaceous,-1.1261180255995296,0.734042819061713,-0.6999526997732675,1,1,0,0,0
Clintonia udensis,native,herbaceous,-0.5712921366107313,0.7338527451797793,1.610796244201371,1,0,0,0,0
Ranunculus japonicus,native,herbaceous,-1.1908965054599832,0.6602205696397971,0.5026598160559765,1,0,0,1,0
Calamagrostis arundinacea,native,herbaceous,0.7893120221454502,-1.760665005793769,-0.7633201577661145,1,1,1,1,0
Platycodon grandiflorus,native,herbaceous,-3.1546579079578403,-1.1195636128311297,-0.23587711165051273,1,1,1,1,0
Arundinella hirta,native,herbaceous,0.2635868247143526,-0.3115302877876146,0.03165292322326209,1,1,1,1,1
Geranium sibiricum,native,herbaceous,-0.3464189127448284,0.3094498963326766,0.5610488354246483,1,1,0,1,0
Patrinia villosa,native,herbaceous,-0.7300036338789596,0.9532260398662719,-0.2776346549612878,1,1,1,1,0
Aster scaber,Aster_native,herbaceous,1.4650221163641022,0.5713503116419357,-1.307580356547247,1,1,1,1,1
Silene firma,native,herbaceous,0.8976225832908923,0.8191681733008521,-1.125768378401995,1,1,1,1,0
Viola orientalis,native,herbaceous,-1.8449519467351505,0.7891533893687245,0.11810970256611886,1,1,1,1,0
Melica onoei,native,herbaceous,0.2485988182690826,-1.787085290668612,-0.1019023448596713,1,1,1,1,0
Saussurea gracilis,Aster_native,herbaceous,1.1122052448853952,-0.7348022500324384,0.4677695249106689,1,1,1,1,0
Disporum smilacinum,native,herbaceous,-0.5545649434404727,0.7155728471706096,1.8710277429724973,1,1,1,1,1
Spodiopogon cotulifer,native,herbaceous,0.4061188905941239,-1.314711265445047,-0.06084687257941856,1,1,1,1,0
Peucedanum terebinthaceum,native,herbaceous,0.08362225352122861,1.0837573994526735,0.5533282963996511,1,1,1,1,0
Vicia amoena,native,herbaceous,-0.4728566320981671,0.8918268483837564,2.012044984227532,1,1,1,1,0
Asarum sieboldii,native,herbaceous,-0.6596957208085784,1.3053220390924642,0.5154193667611662,1,1,1,1,0
Isodon inflexus,native,herbaceous,1.8435951564959772,-0.9591138216821355,-0.3306551373164287,1,1,1,1,1
Pseudostellaria monantha,native,herbaceous,0.3881377394148709,0.9353404885832418,-0.7308315534326755,1,0,0,0,0
Lysimachia clethroides,native,herbaceous,-0.14547189556445675,0.44986255705764455,-0.9814889139323991,1,1,1,1,1
Viola selkirkii,native,herbaceous,-2.231660853275155,0.8941067718769358,-0.5167775270654257,1,1,1,1,0
Thalictrum filamentosum,native,herbaceous,-0.29871593243258393,0.21887803152764834,0.3861261215529918,1,1,1,1,0
Cymbidium goeringii,native,herbaceous,-0.34201809780964454,-0.2466684598880435,1.1460239393695484,1,1,1,1,0
Dioscorea quinqueloba,native,herbaceous,-0.33619929943649374,1.1136560620224114,1.3016214149352168,1,1,1,1,0
Ainsliaea acerifolia,Aster_native,herbaceous,0.9175720215143416,-0.7598819323823237,0.1980724080970776,1,1,1,1,1
Artemisia stolonifera,Aster_native,herbaceous,1.1718030672976474,-1.9637386592383057,-1.9801050557336592,1,1,1,1,0
Lactuca raddeana,Aster_native,herbaceous,1.5134773204010301,-0.6760693758360408,-0.4168806238153225,1,1,1,1,0
Syneilesis palmata,Aster_native,herbaceous,0.5993562814891034,0.47248265043156584,-0.11893338603038446,1,1,1,1,0
Galium trifloriforme,native,herbaceous,0.6638666196452165,0.15027594834177446,-0.7515624660486039,1,1,0,1,0
Pseudostellaria palibiniana,native,herbaceous,0.3881377394148709,0.9353404885832418,-0.7308315534326755,1,1,1,1,0
Convallaria keiskei,native,herbaceous,-0.6536491797594217,-0.454200318329746,2.111466722642597,1,1,1,1,1
Cyrtomium fortunei,native,herbaceous,0.39091972820571,0.07253237333494651,-0.005412060239898335,1,1,1,1,1
Ligularia fischeri,Aster_native,herbaceous,0.6914973490071183,0.5066709751615691,0.8686416244463807,1,1,1,1,0
Cayratia japonica,native,herbaceous,-0.28859612361595244,0.698519684130819,1.7421806775359594,1,1,1,1,1
Fallopia japonica,native,herbaceous,1.1343579627768907,0.5991932045816113,0.14776247526314934,0,1,0,0,0
Viola acuminata,native,herbaceous,-1.1624305694664145,1.8549351779903718,-0.8637865376178089,1,1,1,1,1
Vicia unijuga,native,herbaceous,-0.7845329418826422,1.5651295844753654,1.3207263305450523,1,1,1,1,0
Polystichum tripteron,native,herbaceous,0.39091972820571,0.07253237333494651,-0.005412060239898335,1,1,1,1,1
Impatiens textori,native,herbaceous,-0.28122907316558815,0.4503959820422787,0.9313560834691816,1,1,1,1,0
Polygonum filiforme,native,herbaceous,0.5026484434854248,0.9645515322858018,0.32521894153850117,1,1,1,1,0
Viola collina,native,herbaceous,-2.454745747350162,0.8036293686363689,0.5231490871835482,1,1,1,1,1
Boehmeria platanifolia,native,herbaceous,-0.8896935143663838,1.1351982739299928,0.9215640915995765,1,1,1,1,0
Lilium tsingtauense,native,herbaceous,-0.5712921366107313,0.703786382921999,1.811586475120913,1,1,1,1,0
Desmodium oldhamii,native,herbaceous,-0.7863237628193265,0.9687822791520971,0.6915207275270117,0,1,0,1,0
Boehmeria tricuspis,native,herbaceous,-0.8896935143663838,1.1351982739299928,0.9215640915995765,1,1,1,1,1
Polygonum sagittatum,native,herbaceous,0.8046024847501582,1.1331696467629646,0.6145047452560422,1,1,1,1,0
Hypericum erectum,native,herbaceous,-1.069615702301552,1.0817637058432352,-2.1511163924847354,1,1,1,1,0
Geum aleppicum,native,herbaceous,-0.14547189556445675,-0.6301579324483918,-0.05760550539660495,1,1,1,1,0
Angelica decursiva,native,herbaceous,0.1336373018650388,0.6076401267883288,0.6093479747360295,1,1,1,1,0
Heracleum moellendorffii,native,herbaceous,0.1947007209060876,0.5672200833739516,0.6585500816297907,1,1,0,1,0
Viola rossii,native,herbaceous,-1.8301550378407399,0.916689337497163,-0.20427575173638665,1,1,1,1,1
Hemerocallis dumortieri,native,herbaceous,-0.4211532252661281,-0.13442883470309808,1.2186804778196485,1,1,1,1,0
Sasa borealis,native,herbaceous,2.672992252612962,-1.9729885068803443,-0.5551440442500352,1,1,1,1,0
Heloniopsis koreana,native,herbaceous,-0.628671078984233,0.7140467961826623,1.8895690809994874,1,1,1,1,0
Meehania urticifolia,native,herbaceous,-0.7856778000069573,-0.5222869241634841,-0.6111939190502391,1,1,1,1,0
Synurus deltoides,Aster_native,herbaceous,1.5077937381305484,-0.7082971230682155,0.7905619777516166,1,1,1,1,0
Polygonum nepalense,native,herbaceous,0.5799756676683208,1.04328549509762,0.8682248167648839,1,1,0,0,0
Nepeta cataria,native,herbaceous,0.6439893505507891,-2.217842547448722,-0.6089560499675243,1,1,0,1,0
Viola patrinii,native,herbaceous,-1.6550532051606297,0.7924400117040054,-0.22781933151738018,0,1,0,0,0
Dryopteris varia,native,herbaceous,0.35155624198463553,-0.01293815160738312,0.025077344533973398,1,1,1,1,1
Deparia pycnosora,native,herbaceous,0.8477381114900132,-0.056034497268884285,0.054352682995334904,1,1,1,1,0
Veratrum patulum,native,herbaceous,-0.5625427572425317,0.7218921040261497,1.9991841678693505,1,1,0,1,0
Corydalis speciosa,native,herbaceous,-0.4686665991249492,0.5650800772665899,0.3611827516631862,1,1,1,1,0
Carpesium abrotanoides,Aster_native,herbaceous,0.19032952280097182,0.15810522723243822,-0.8558794385648246,1,1,1,1,0
Cardamine impatiens,native,herbaceous,0.08857011815915473,0.8057508747513004,-1.223108179613759,1,1,1,1,0
Microstegium vimineum,native,herbaceous,1.4037813126888978,-1.8513373642110114,-0.714559166306872,1,1,1,1,0
Eupatorium tripartitum,Aster_native,herbaceous,1.3981189755832795,-2.806405276883894,-2.137047287519376,1,1,0,1,0
Codonopsis lanceolata,native,herbaceous,-1.2346043175820671,-0.1696849291282778,-0.4513158712120604,1,1,1,1,0
Disporum viridescens,native,herbaceous,-0.5545649434404727,0.7155728471706096,1.8710277429724973,1,1,1,1,0
Youngia japonica,Aster_native,herbaceous,0.9224251940043213,0.05722926460979792,-1.9427811988308412,1,1,0,1,0
Dryopteris sacrosancta,native,herbaceous,0.35155624198463553,-0.01293815160738312,0.025077344533973398,1,1,1,1,0
Liriope spicata,native,herbaceous,-0.6536491797594217,-0.454200318329746,2.19634821984203,1,1,1,1,0
Hosta capitata,native,herbaceous,-0.5297660936142222,-0.5079215658016077,0.7385353235253155,1,1,1,1,0
Trigonotis peduncularis,native,herbaceous,0.267452011089792,-0.01384932526995946,-0.5668939666866741,1,1,1,1,0
Torilis japonica,native,herbaceous,0.44560052856871574,-0.09151367414206169,0.23804740957492265,1,1,1,1,0
Davallia mariesii,native,herbaceous,0.7085467198529328,0.007751238648575978,0.013387125726100287,1,1,1,0,0
Sedum bulbiferum,native,herbaceous,-1.0612559858249226,1.0910458623048898,-0.9555761856305933,0,1,0,0,0
Cleistogenes hackelii,native,herbaceous,-0.020444213704161437,-0.9696811852223708,-0.7198924092912913,1,1,1,1,0
Cynanchum wilfordii,native,herbaceous,1.477604545777825,-0.039838847568059804,-1.1614245659288323,1,1,0,1,0
Thalictrum minus,native,herbaceous,0.45857978003242444,-1.0201497445433978,0.1704211136439398,1,1,0,0,0
Leibnitzia anandria,Aster_native,herbaceous,1.134399144889661,-0.7365296639827816,0.2964770716631109,1,1,1,0,0
Iris rossii,native,herbaceous,-0.13406433536006346,-0.19911568112992922,1.1906131732453367,1,1,1,1,0
Potentilla freyniana,native,herbaceous,-1.9249248921418354,-1.2036858989476653,-1.2168015724460672,1,1,1,1,0
Cynanchum paniculatum,native,herbaceous,1.477604545777825,-0.039838847568059804,-1.1614245659288323,1,1,1,1,0
Asplenium incisum,native,herbaceous,0.5848999722991846,-0.07395906705980344,0.24132193162336377,1,1,1,1,0
Viola keiskei,native,herbaceous,-1.8449519467351505,0.7891533893687245,0.11810970256611886,1,1,1,1,0
Dioscorea nipponica,native,herbaceous,-0.38032132159581933,2.118546302429135,1.222147297530732,1,1,1,1,0
Aster ageratoides,Aster_native,herbaceous,3.1699242873356672,-3.5003879530261033,-0.2168247030580178,1,1,1,1,0
Veratrum versicolor,native,herbaceous,-0.5625427572425317,0.7218921040261497,2.00199383275066,1,1,0,1,0
Pimpinella brachycarpa,native,herbaceous,0.3720108610901758,0.38108146403834997,0.7588119699929301,1,1,1,1,0
Vicia chosenensis,native,herbaceous,-0.7253467913639228,1.0865815938440597,1.2070715718044132,1,1,1,1,0
Lespedeza davurica,native,herbaceous,0.5914953426331269,-1.7335187707875854,1.1650383671798206,1,0,1,0,0
Fallopia dumetorum,native,herbaceous,2.202924743860751,0.5207150498254557,0.6140208288294978,1,1,1,1,0
Berteroella maximowiczii,native,herbaceous,0.025463932415217626,0.4273635767020451,-0.7472896263467275,1,1,0,1,0
Agropyron ciliare,native,herbaceous,-0.6069788269106492,-2.123284363636915,0.3576223274329111,1,0,0,0,0
Galium pogonanthum,native,herbaceous,0.5500218024332668,0.16426244119423852,-1.1662896755050602,1,1,1,1,0
Galium dahuricum,native,herbaceous,0.596382333618901,0.17461436609770037,-0.9917880179268362,1,1,1,1,0
Hemerocallis minor,native,herbaceous,-0.4448326560330754,-0.18526312101341733,1.150234574397693,1,1,1,1,0
Anaphalis sinica,Aster_native,herbaceous,0.37005910548523063,0.2080658824972477,-1.9673241110965511,1,0,0,0,0
Potentilla yokusaiana,native,herbaceous,-2.043559753185769,-1.232391748928179,-1.3041645568637243,1,0,0,0,0
Dioscorea septemloba,native,herbaceous,-0.38587574838410216,1.5052789958258106,1.3607030144652155,1,1,1,1,1
Viola yedoensis,native,herbaceous,-1.157074892622208,1.2568710540895216,-0.8625047822889422,1,1,0,1,0
Campanula punctata,native,herbaceous,-1.2852402065350952,-0.13478053602672604,-0.44648487610301074,1,1,1,1,0
Allium sacculiferum,native,herbaceous,-0.5314311330677032,-0.4660718545232939,0.6978058088578839,1,1,1,0,0
Pseudolysimachion pyrethrinum,native,herbaceous,-0.6438867910412956,0.045122868190839334,-0.8318016456001524,1,0,0,0,0
Carpesium cernuum,Aster_native,herbaceous,0.19032952280097182,0.17572955066284668,-0.39664939233645174,1,1,0,0,0
Viola variegata,native,herbaceous,-1.5855345547763426,0.9303833039127654,-0.284789512292809,1,1,1,1,0
Lilium amabile,native,herbaceous,-0.5712921366107313,0.703786382921999,1.811586475120913,1,1,1,1,0
Ambrosia artemisiifolia,Aster_exotic,herbaceous,0.10604849725139268,-1.7011997093287137,2.3102773503342413,1,1,1,1,1
Carex breviculmis,native,herbaceous,-3.072304199650679,0.19866668353690028,-0.48221655047809175,1,1,1,1,0
Hemerocallis hakuunensis,native,herbaceous,-0.4448326560330754,-0.18526312101341733,1.150234574397693,1,1,1,1,0
Swertia scabra,native,herbaceous,1.477604545777825,-0.039838847568059804,-1.202071495365244,1,1,1,0,0
Swertia pseudochensis,native,herbaceous,1.3025643688347295,-0.03363251294076107,-2.3869603293037325,1,1,0,0,0
Zoysia japonica,native,herbaceous,0.5429338749233219,-1.1751251937754954,-0.8374943930348256,1,1,0,1,0
Festuca parvigluma,native,herbaceous,0.05191192013491014,-1.7569464173025526,-0.19896072704743437,1,1,0,1,0
Conyza sumatrensis,Aster_exotic,herbaceous,0.7866424469712887,-1.2831160502713388,-1.596073380562845,0,1,0,0,0
Arenaria serpyllifolia,native,herbaceous,-1.6844150451955509,-0.8324013109728868,-1.9902874150918024,0,1,0,1,0
Cardamine fallax,native,herbaceous,-1.6467821800511977,1.109558444655017,-1.7881768830544786,0,1,0,1,0
Prunella asiatica,native,herbaceous,-1.8128405663652358,-0.046308281869965294,-0.3407250351203883,1,1,0,1,0
Agrimonia coreana,native,herbaceous,0.21097232030525537,-0.40898047940775356,0.5808590369187577,1,1,1,1,0
Lilium callosum,native,herbaceous,-0.5712921366107313,0.703786382921999,1.811586475120913,1,1,0,0,0
Scilla scilloides,native,herbaceous,-0.5534689500327341,-0.48442226236484043,0.514387115122847,1,1,1,1,0
Cephalanthera erecta,native,herbaceous,-0.2696426010701141,-0.13058488110274558,1.151694804867597,1,1,1,1,0
Mosla punctulata,native,herbaceous,0.27566346842817147,-0.7746288025103776,-1.049165086147737,1,1,1,0,1
Bidens bipinnata,Aster_native,herbaceous,0.5851529071995133,2.598272931823057,0.5193792210264626,1,1,1,1,0
Boehmeria longispica,native,herbaceous,-0.8896935143663838,1.1351982739299928,0.9215640915995765,1,1,0,1,0
Elsholtzia ciliata,native,herbaceous,-0.2425938012147211,-0.748697026184276,-1.232581842967589,1,1,1,1,0
Melica scabrosa,native,herbaceous,0.1536596694300282,-1.852710326558739,-0.10963993760170827,0,1,1,1,0
